xmltv_id,site_id,name,channelNumber,logoUrl
o2-29,Prima Krimi HD,Prima Krimi HD,29,https://assets.o2tv.cz/assets/images/tv-logos/original/prima-krimi.png
o2-28,Prima LOVE HD,Prima LOVE HD,28,https://assets.o2tv.cz/assets/images/tv-logos/original/prima-love-hd.png
o2-27,Prima MAX HD,Prima MAX HD,27,https://assets.o2tv.cz/assets/images/tv-logos/original/prima-max-hd.png
o2-45,PrimaShow,Prima Show,45,https://assets.o2tv.cz/assets/images/tv-logos/original/prima-show.png
o2-44,PrimaStar,Prima Star,44,https://assets.o2tv.cz/assets/images/tv-logos/original/prima-star.png
o2-52,Prima ZOOM HD,Prima ZOOM HD,52,https://assets.o2tv.cz/assets/images/tv-logos/original/prima-zoom-hd.png
o2-159,RAI 1,RAI 1,159,https://assets.o2tv.cz/assets/images/tv-logos/original/rai1.png
o2-185,Rebel,Rebel,185,https://assets.o2tv.cz/assets/images/tv-logos/original/rebel.png
o2-186,RELAX,Relax,186,https://assets.o2tv.cz/assets/images/tv-logos/original/relax.png
o2-124,Retro Music TV,Retro Music TV,124,https://assets.o2tv.cz/assets/images/tv-logos/original/retro-music.png
o2-95,RiKTV,RiK TV,95,https://assets.o2tv.cz/assets/images/tv-logos/original/rik.png
o2-156,RTL II,RTL II,156,https://assets.o2tv.cz/assets/images/tv-logos/original/rtl-ii.png
o2-155,RTL,RTL,155,https://assets.o2tv.cz/assets/images/tv-logos/original/rtl.png
o2-84,Sport5,Sport5,84,https://assets.o2tv.cz/assets/images/tv-logos/original/sport5.png
o2-129,C Music TV,STINGRAY CMUSIC,129,https://assets.o2tv.cz/assets/images/tv-logos/original/c-music-tv.png
o2-120,Šlágr TV,Šláger Originál,120,https://assets.o2tv.cz/assets/images/tv-logos/original/slager-original-20221208.png
o2-144,TA3,TA3,144,https://assets.o2tv.cz/assets/images/tv-logos/original/ta3.png
o2-11,Televize Seznam HD,Televize Seznam HD,11,https://assets.o2tv.cz/assets/images/tv-logos/original/seznam-hd.png
o2-111,TLC,TLC,111,https://assets.o2tv.cz/assets/images/tv-logos/original/tlc.png
o2-151,TNT,TNT,151,https://assets.o2tv.cz/assets/images/tv-logos/original/tnt.png
o2-25,Barrandov HD,TV Barrandov HD,25,https://assets.o2tv.cz/assets/images/tv-logos/original/barrandov-hd.png
o2-160,TVE,TVE,160,https://assets.o2tv.cz/assets/images/tv-logos/original/tve.png
o2-184,TV Noe,TV Noe,184,https://assets.o2tv.cz/assets/images/tv-logos/original/tv-noe.png
o2-161,TVP Polonia,TVP Polonia,161,https://assets.o2tv.cz/assets/images/tv-logos/original/tvp-polonia.png
o2-152,TV1000 Ruskoe Kino,TV1000 Ruskoe Kino,152,https://assets.o2tv.cz/assets/images/tv-logos/original/ruske-kino.png
o2-53,Viasat Explore,Viasat Explore HD,53,https://assets.o2tv.cz/assets/images/tv-logos/original/viasat-explore.png
o2-54,Viasat History,Viasat History HD,54,https://assets.o2tv.cz/assets/images/tv-logos/original/viasat-history.png
o2-55,Viasat Nature,Viasat Nature HD,55,https://assets.o2tv.cz/assets/images/tv-logos/original/viasat-nature.png
o2-158,VOX,VOX,158,https://assets.o2tv.cz/assets/images/tv-logos/original/vox.png
o2-162,1plus1,1+1,162,https://assets.o2tv.cz/assets/images/tv-logos/original/ukraina-1plus1.png
o2-164,RTVS24,:24,164,https://assets.o2tv.cz/assets/images/tv-logos/original/rtvs-24.png
